Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/08  04:00:00,32.296813075,5.32311148169,1.14728254626,0.0,8.25718729233,10.0299323277,33.3937105804,27.6380374265,0.0,5.75567315393
 12/08  05:00:00,33.7078601569,5.29591909813,0.97893522694,0.0,8.25718729233,11.6354268332,27.4900774437,27.4700774437,0.0,0.02
 12/08  06:00:00,41.4538194383,5.31611631437,1.12506962905,0.0,12.1011305571,15.3678112995,36.2749534773,24.7445914546,0.0,11.5303620227
 12/08  07:00:00,71.2566070212,5.60029046123,2.99947664153,0.0,19.7275818095,37.2640762949,29.5060160009,23.7079550049,0.0,5.79806099597
 12/08  08:00:00,85.9050094042,5.81989868606,4.47620589803,0.0,24.3117294858,51.2795993405,39.921227815,22.5011867853,0.0,17.4200410298
 12/08  09:00:00,73.1596610779,5.5917185236,3.23402016031,0.0,23.6694662846,40.6342015617,37.0198358316,13.5734000818,0.0,23.4464357498
 12/08  10:00:00,68.9120553719,5.65385110101,3.93156518607,0.0,23.6694662846,35.6302164847,47.2156527652,5.80653457133,18.025,23.3841181939
 12/08  11:00:00,50.640734958,5.57002541376,3.34072722232,0.0,18.7433767983,22.9618409725,46.2182033351,4.84721590603,18.025,23.345987429
 12/08  12:00:00,51.7581829587,5.71665427778,4.31374601452,0.0,18.7433767983,22.9618409725,38.8910288502,3.3840949009,18.025,17.4819339493
 12/08  13:00:00,53.6628494905,5.88792349908,6.00369680615,0.0,18.5889407304,23.1597249699,37.0377072369,1.53110796653,18.025,17.4815992703
